title	tomato_meter	audience_score	date	directors
The Dark Hours	62	50	2005	['Paul Fox']
Teenage Cocktail	100	51	2016	['John Carchietta']
Murder Most Foul	None	72	1964	['George Pollock']
Walking on Sunshine	31	42	2014	['Max Giwa', 'Dania Pasquini']
Way Down East	95	69	1920	['D.W. Griffith']
Fun Mom Dinner	32	35	2017	['Alethea Jones']
A Kiss Before Dying	31	31	1991	['James Dearden']
My Name Is 'A' by Anonymous	None	40	2012	['Shane Ryan']
Werewolf of London	77	45	1935	['Stuart Walker']
Penthouse North	None	19	2013	['Joseph Ruben']
Do Dooni Chaar	None	76	2010	['Habib Faisal']
Under the Volcano	71	71	1984	['John Huston']
Kahaani 2	75	59	2016	['Sujoy Ghosh']
Pee Mak Phrakanong	None	72	2013	['Banjong Pisanthanakun']
Shanghai Surprise	13	15	1986	['Jim Goddard']
Carrington	52	74	1995	['Christopher Hampton']
Persian Lessons	76	87	2020	['Vadim Perelman']
Flesh and Bone	65	41	1993	['Steve Kloves']
Diplomatie	94	80	2014	['Volker Schlöndorff']
Possum	90	53	2018	['Matthew Holness']
Wagons East	0	32	1994	['Peter Markle']
1944	None	73	2015	['Elmo Nüganen']
The Sum of Us	67	80	1994	['Geoff Burton', 'Kevin Dowling']
Die Fremde	74	80	2010	['Feo Aladag']
Welcome Home, Roxy Carmichael	44	47	1990	['Jim Abrahams']
Crime d'amour	64	47	2010	['Alain Corneau']
Marci X	8	30	2003	['Richard Benjamin']
Attack of the 50 Foot Woman	75	21	1958	['Nathan Juran']
Juggernaut	83	56	1974	['Richard Lester']
Good Neighbours	67	35	2010	['Jacob Tierney']
Shanghai Kiss	None	61	2007	['Kern Konwiser', 'David Ren']
Lady in the Lake	60	50	1946	['Robert Montgomery']
Heaven's Prisoners	16	32	1996	['Phil Joanou']
Strictly Sexual	None	53	2008	['Joel Viertel']
Sylvie's Love	93	76	2020	['Eugene Ashe']
The Painted Bird	82	66	2019	['Václav Marhoul']
White Water Summer	29	54	1987	['Jeff Bleckner']
Aarakshan	57	50	2011	['Prakash Jha']
The Devil's Brigade	60	68	1968	['Andrew V. McLaglen']
The Vault of Horror	80	51	1973	['Roy Ward Baker']
Hadaka no shima	100	85	1960	['Kaneto Shindô']
Twins of Evil	79	65	1971	['John Hough']
Electra Glide in Blue	60	75	1973	['James William Guercio']
Ferrari Ki Sawaari	None	56	2012	['Rajesh Mapuskar']
Komt een vrouw bij de dokter	None	70	2009	['Reinout Oerlemans']
Love, Honour and Obey	33	86	2000	['Dominic Anciano', 'Ray Burdis']
Murphy's Law	40	45	1986	['J. Lee Thompson']
Demonlover	53	40	2002	['Olivier Assayas']
Kler	None	87	2018	['Wojciech Smarzowski']
Television	None	67	2012	['Mostofa Sarwar Farooki']
It! The Terror from Beyond Space	69	45	1958	['Edward L. Cahn']
BMX Bandits	67	55	1983	['Brian Trenchard-Smith']
Indigenous	None	53	2014	['Alastair Orr']
Downrange	72	39	2017	['Ryûhei Kitamura']
The Thin Man Goes Home	60	78	1944	['Richard Thorpe']
America America	67	85	1963	['Elia Kazan']
Albatross	54	39	2011	['Niall MacCormick']
Bhoothnath Returns	None	55	2014	['Nitesh Tiwari']
I Remember Mama	100	83	1948	['George Stevens']
Zombi Holocaust	None	38	1980	['Marino Girolami']
High Road to China	None	64	1983	['Brian G. Hutton']
3022	None	54	2019	['John Suits']
Deadheads	None	45	2011	['Brett Pierce', 'Drew T. Pierce']
Soldier Blue	38	71	1970	['Ralph Nelson']
Funny Lady	31	55	1975	['Herbert Ross']
Lingaa	None	43	2014	['K.S. Ravikumar']
Batti Gul Meter Chalu	20	55	2018	['Shree Narayan Singh']
Impossible Monsters	50	91	2019	['Nathan Catucci']
Spetters	82	65	1980	['Paul Verhoeven']
Morris from America	87	60	2016	['Chad Hartigan']
Radioflash	0	47	2019	['Ben McPherson']
Sarrainodu	None	79	2016	['Boyapati Srinu']
American Ninja 3: Blood Hunt	None	17	1989	['Cedric Sundstrom']
Lassie Come Home	94	76	1943	['Fred M. Wilcox']
Blood Fest	50	42	2018	['Owen Egerton']
Sex Ed	64	40	2014	['Isaac Feder']
Don Verdean	29	24	2015	['Jared Hess']
Footlight Parade	100	83	1933	['Lloyd Bacon']
Bombay Talkies	78	62	2013	['Directors', 'Zoya Akhtar', 'Dibakar Banerjee', 'Karan Johar']
Best Seller	73	55	1987	['John Flynn']
Force 2	55	42	2016	['Abhinay Deo']
Mann	None	44	1999	['Indra Kumar']
The Cleansing Hour	73	62	2019	['Damien LeVeck']
Lying and Stealing	62	19	2019	['Matt Aselton']
A Call to Spy	72	82	2019	['Lydia Dean Pilcher']
Hell's Angels	76	63	1930	['Howard Hughes', 'Edmund Goulding', 'James Whale']
As Cool as I Am	14	25	2013	['Max Mayer']
Comme une image	87	69	2004	['Agnès Jaoui']
Trigun: Badlands Rumble	None	80	2010	['Satoshi Nishimura']
Merci pour le chocolat	85	67	2000	['Claude Chabrol']
To Hell and Back	100	82	1955	['Jesse Hibbs']
Bite the Bullet	73	54	1975	['Richard Brooks']
Road to Morocco	92	77	1942	['David Butler']
Kaal	None	45	2005	['Soham Shah']
Marebito	40	50	2004	['Takashi Shimizu']
Looker	32	41	1981	['Michael Crichton']
Love Stinks	19	63	1999	['Jeff Franklin']
Damnation Alley	44	34	1977	['Jack Smight']
Parched	86	68	2015	['Leena Yadav']
Ride Lonesome	86	72	1959	['Budd Boetticher']
Kickboxer: Retaliation	92	84	2018	['Dimitri Logothetis']
I Smile Back	49	43	2015	['Adam Salky']
Epidemic	33	55	1987	['Lars von Trier']
Glass Jaw	None	95	2018	['Jeff Celentano']
House Party 3	0	68	1994	['Eric Meza']
Dil	None	69	1990	['Indra Kumar']
Guilty as Sin	38	34	1993	['Sidney Lumet']
Life with Father	92	78	1947	['Michael Curtiz']
Clickbait	None	50	2019	['Sophia Cacciola', 'Michael J. Epstein']
A Score to Settle	15	19	2019	['Shawn Ku']
The Maladjusted	None	50	2013	['Chris Kiros']
Billion Dollar Brain	50	42	1967	['Ken Russell']
Ringmaster	21	18	1998	['Neil Abramson']
Mother Night	63	75	1996	['Keith Gordon']
Clown Motel: Spirits Arise	None	77	2019	['Joseph Kelly']
New Rose Hotel	19	38	1998	['Abel Ferrara']
Lake Eerie	None	22	2016	['Chris Majors']
The Chaperone	29	43	2011	['Stephen Herek']
Goats	19	39	2012	['Christopher Neil']
Midnight Lace	83	75	1960	['David Miller']
La dictadura perfecta	None	77	2014	['Luis Estrada']
Tom Horn	83	69	1980	['William Wiard']
Effie Gray	43	39	2014	['Richard Laxton']
Ajeeb Daastaans	100	57	2021	['Directors', 'Neeraj Ghaywan', 'Kayoze Irani', 'Shashank Khaitan']
Modern Problems	None	32	1981	['Ken Shapiro']
Realive	77	51	2016	['Mateo Gil']
Tian bian yi duo yun	78	70	2005	['Ming-liang Tsai']
Cheeni Kum	None	68	2007	['R. Balki']
An Evening with Beverly Luff Linn	53	49	2018	['Jim Hosking']
Beregis avtomobilya	None	88	1966	['Eldar Ryazanov']
Wild Hearts Can't Be Broken	73	89	1991	['Steve Miner']
Akibiyori	100	86	1960	['Yasujirô Ozu']
2 Coelhos	40	78	2012	['Afonso Poyart']
Le meraviglie	96	66	2014	['Alice Rohrwacher']
Un bonheur n'arrive jamais seul	100	59	2012	['James Huth']
Imaikkaa Nodigal	None	69	2018	['R. Ajay Gnanamuthu']
Beyond Rangoon	38	71	1995	['John Boorman']
Room Service	69	56	1938	['William A. Seiter']
City of Joy	53	74	1992	['Roland Joffé']
Unfaithfully Yours	94	86	1948	['Preston Sturges']
Son of Dracula	60	33	1943	['Robert Siodmak']
Buffaloed	80	61	2019	['Tanya Wexler']
The Miracle Season	52	83	2018	['Sean McNamara']
Baazaar	30	60	2018	['Gauravv K. Chawla']
Magnifica presenza	69	41	2012	['Ferzan Ozpetek']
Endings, Beginnings	45	43	2019	['Drake Doremus']
Ali and Nino	40	58	2016	['Asif Kapadia']
Confetti	57	48	2006	['Debbie Isitt']
La prima cosa bella	82	71	2010	['Paolo Virzì']
Angoor	None	89	1982	['Gulzar']
Digging Up the Marrow	60	41	2014	['Adam Green']
God Told Me To	73	51	1976	['Larry Cohen']
The Addams Family 2	30	69	2021	['Directors', 'Greg Tiernan', 'Conrad Vernon', 'Laura Brousseau']
Jetsons: The Movie	27	44	1990	['Joseph Barbera', 'William Hanna', 'Iwao Takamoto']
Hanover Street	57	41	1979	['Peter Hyams']
Legendary	18	59	2010	['Mel Damski']
Perfect	24	28	1985	['James Bridges']
Wild River	92	84	1960	['Elia Kazan']
Lemming	73	62	2005	['Dominik Moll']
Dating Amber	94	85	2020	['David Freyne']
Moon 44	0	31	1990	['Roland Emmerich']
Rock Dog	47	47	2016	['Ash Brannon']
Marooned	86	46	1969	['John Sturges']
Kirik Party	None	94	2016	['Rishab Shetty']
Speechless	11	34	1994	['Ron Underwood']
What Richard Did	91	60	2012	['Lenny Abrahamson']
The Scarlet Claw	None	72	1944	['Roy William Neill']
Come Back to Me	17	36	2014	['Paul Leyden']
Not Suitable for Children	88	53	2012	['Peter Templeman']
North Dallas Forty	84	70	1979	['Ted Kotcheff']
Waffle Street	None	46	2015	['Eshom Nelms', 'Ian Nelms']
Cutting Class	25	22	1989	['Rospo Pallenberg']
Mississippi Masala	83	64	1991	['Mira Nair']
Ejder Kapani	None	48	2010	['Ugur Yücel']
Baishe Srabon	None	78	2011	['Srijit Mukherji']
Ghayal Once Again	60	65	2016	['Sunny Deol']
Mr. Hobbs Takes a Vacation	80	69	1962	['Henry Koster']
Twin Falls Idaho	78	84	1999	['Michael Polish']
Sieranevada	92	None	2016	['Cristi Puiu']
Otis	None	57	2008	['Tony Krantz']
8 Seconds	31	94	1994	['John G. Avildsen']
Dinner Rush	91	85	2000	['Bob Giraldi']
Experiment in Terror	100	77	1962	['Blake Edwards']
McQ	44	56	1974	['John Sturges']
Holy Rollers	52	33	2010	['Kevin Asch']
Bad Johnson	28	21	2014	['Huck Botko']
The Virtuoso	19	28	2021	['Nick Stagliano']
Geograf globus propil	None	79	2013	['Aleksandr Veledinskiy']
Good Vibrations	94	82	2012	["Lisa Barros D'Sa", 'Glenn Leyburn']
Mr. Wrong	7	26	1996	['Nick Castle']
Return of the Living Dead: Necropolis	None	16	2005	['Ellory Elkayem']
Princesas	74	82	2005	['Fernando León de Aranoa']
Germinal	75	75	1993	['Claude Berri']
The Comedy	47	55	2012	['Rick Alverson']
No Date, No Signature	91	95	2017	['Vahid Jalilvand']
The Puffy Chair	77	62	2005	['Jay Duplass', 'Mark Duplass']
My Little Pony: Equestria Girls	None	74	2013	['Jayson Thiessen', 'Noelle Benvenuti']
Destination Tokyo	80	65	1943	['Delmer Daves']
Mein Blind Date mit dem Leben	None	54	2017	['Marc Rothemund']
Anuvahood	15	48	2011	['Adam Deacon', 'Daniel Toland']
Music from Another Room	33	67	1998	['Charlie Peters']
Road to Paloma	57	55	2014	['Jason Momoa']
King Creole	100	83	1958	['Michael Curtiz']
Carry on Camping	40	78	1969	['Gerald Thomas']
Coffee Town	None	56	2013	['Brad Copeland']
Money Plane	23	34	2020	['Andrew Lawrence']
Elefante blanco	95	56	2012	['Pablo Trapero']
El Norte	92	82	1983	['Gregory Nava']
Stark Raving Mad	20	56	2002	['Drew Daywalt', 'David Schneider']
Meander	75	88	2020	['Mathieu Turi']
Perdiendo el norte	None	35	2015	['Nacho G. Velilla']
Alexandra's Project	53	55	2003	['Rolf de Heer']
Cavalcade	64	26	1933	['Frank Lloyd']
The Lost World	100	69	1925	['Harry O. Hoyt']
The Flying Deuces	83	64	1939	['A. Edward Sutherland']
Ek Chalis Ki Last Local	None	59	2007	['Sanjay M. Khanduri']
The Secrets We Keep	63	38	2020	['Yuval Adler']
Follow That Bird	92	71	1985	['Ken Kwapis']
Maine Pyaar Kyun Kiya	None	42	2005	['David Dhawan']
Sweet Sweetback's Baadasssss Song	72	48	1971	['Melvin Van Peebles']
Murder Ahoy	None	51	1964	['George Pollock']
Kebab Connection	None	73	2004	['Anno Saul']
A Death in the Gunj	93	80	2016	['Konkona Sen Sharma']
Veloce come il vento	None	88	2016	['Matteo Rovere']
Continental Divide	73	53	1981	['Michael Apted']
The Day the Earth Caught Fire	85	85	1961	['Val Guest']
One 2 Ka 4	None	43	2001	['Shashilal K. Nair']
Loro 1	79	58	2018	['Paolo Sorrentino']
8 Million Ways to Die	0	33	1986	['Hal Ashby']
Sinbad: The Fifth Voyage	None	67	2014	['Shahin Sean Solimon']
One Piece: Stampede	94	99	2019	['Takashi Otsuka']
I Am All Girls	None	64	2021	['Donovan Marsh']
A Prayer for the Dying	55	52	1987	['Mike Hodges']
Romantik Komedi	None	44	2010	['Ketche']
Tarzan and His Mate	100	74	1934	['Cedric Gibbons', 'James C. McKay', 'Jack Conway']
Cop	83	49	1988	['James B. Harris']
In Montauk	None	60	2012	['Kim Cummings']
The Wedding Guest	44	35	2018	['Michael Winterbottom']
Carmen Jones	77	78	1954	['Otto Preminger']
Shakes the Clown	43	49	1991	['Bobcat Goldthwait']
Un air de famille	88	91	1996	['Cédric Klapisch']
Little Birds	59	42	2011	['Elgin James']
Minoes	64	71	2001	['Vincent Bal']
Heli	59	62	2013	['Amat Escalante']
Butterflies Are Free	69	81	1972	['Milton Katselas']
Scorched Earth	18	41	2018	['Peter Howitt']
Tumhari Sulu	88	71	2017	['Suresh Triveni']
Atrocious	56	29	2010	['Fernando Barreda Luna']
Danny Deckchair	55	77	2003	['Jeff Balsmeyer']
Impromptu	76	72	1991	['James Lapine']
Paradise Alley	40	44	1978	['Sylvester Stallone']
Return from Witch Mountain	50	39	1978	['John Hough']
Kekexili	98	90	2004	['Chuan Lu']
Close Range	86	26	2015	['Isaac Florentine']
Frankie Go Boom	45	41	2012	['Jordan Roberts']
The Cat from Outer Space	67	58	1978	['Norman Tokar']
Escape to Athena	None	33	1979	['George P. Cosmatos']
Nothing Left to Fear	9	16	2013	['Anthony Leonardi III']
This Is Your Death	11	38	2017	['Giancarlo Esposito']
Inbred	25	29	2011	['Alex Chandon']
The Haunting of Helena	None	26	2012	['Christian Bisceglia', 'Ascanio Malgarini']
Sitcom	67	68	1998	['François Ozon']
Akele Hum Akele Tum	None	53	1995	['Mansoor Khan']
Soorma	46	85	2018	['Shaad Ali']
From Time to Time	43	60	2009	['Julian Fellowes']
The Adderall Diaries	23	27	2015	['Pamela Romanowsky']
Freak Show	53	68	2017	['Trudie Styler']
Big Bully	0	19	1996	['Steve Miner']
Round Midnight	95	89	1986	['Bertrand Tavernier']
Nobody Walks	41	23	2012	['Ry Russo-Young']
Wildlike	93	78	2014	['Frank Hall Green']
Sette note in nero	100	71	1977	['Lucio Fulci']
Backstabbing for Beginners	38	48	2018	['Per Fly']
Bound for Glory	83	77	1976	['Hal Ashby']
Tiptoes	20	22	2003	['Matthew Bright']
Prime Cut	69	72	1972	['Michael Ritchie']
Steel Dawn	None	34	1987	['Lance Hool']
Stratton	0	20	2017	['Simon West']
Letters to God	25	75	2010	['David Nixon', 'Patrick Doughtie']
The Skydivers	None	2	1963	['Coleman Francis']
Sadece sen	None	79	2014	['Hakan Yonat']
Almost Friends	29	47	2016	['Jake Goldberger']
Prancer	67	58	1989	['John D. Hancock']
Kiss of the Damned	62	38	2012	['Xan Cassavetes']
Kaante	83	78	2002	['Sanjay Gupta']
One Small Hitch	17	59	2013	['John Burgess']
Hakuchi	70	73	1951	['Akira Kurosawa']
You Might Be the Killer	60	47	2018	['Brett Simmons']
Scenes from a Mall	32	25	1991	['Paul Mazursky']
Dad	60	60	1989	['Gary David Goldberg']
Save the Tiger	88	74	1973	['John G. Avildsen']
It Runs in the Family	29	28	2003	['Fred Schepisi']
The Scribbler	50	38	2014	['John Suits']
The Onion Field	86	64	1979	['Harold Becker']
Bonjour tristesse	86	68	1958	['Otto Preminger']
Decoys	None	25	2004	['Matthew Hastings']
El silencio de la ciudad blanca	40	19	2019	['Daniel Calparsoro']
Ghanchakkar	None	28	2013	['Raj Kumar Gupta']
Bloody Hell	91	80	2020	['Alister Grierson']
In the Name of the King: Two Worlds	None	17	2011	['Uwe Boll']
Willkommen bei den Hartmanns	None	31	2016	['Simon Verhoeven']
The Face of an Angel	37	10	2014	['Michael Winterbottom']
Scarecrows	42	37	1988	['William Wesley']
Prowl	None	17	2010	['Patrik Syversen']
Boo	None	38	2005	['Anthony C. Ferrante']
F*&% the Prom	None	25	2017	['Benny Fine']
A Little Trip to Heaven	33	41	2005	['Baltasar Kormákur']
Rambling Rose	100	54	1991	['Martha Coolidge']
Max Cloud	59	44	2020	['Martin Owen']
Matriarch	None	61	2018	['Scott Vickers']
El cantante	25	63	2006	['Leon Ichaso']
Zift	None	72	2008	['Javor Gardev']
L'Empereur de Paris	70	62	2018	['Jean-François Richet']
Blonde Venus	61	71	1932	['Josef von Sternberg']
Damsel	67	54	2018	['David Zellner', 'Nathan Zellner']
Gazon maudit	55	62	1995	['Josiane Balasko']
Status Update	0	49	2018	['Scott Speer']
Howling III	23	15	1987	['Philippe Mora']
Meri Pyaari Bindu	44	53	2017	['Akshay Roy']
Kill Me Again	None	46	1989	['John Dahl']
CQ	66	69	2001	['Roman Coppola']
A Teacher	34	22	2013	['Hannah Fidell']
Night Train to Munich	89	73	1940	['Carol Reed']
Range 15	None	83	2016	['Ross Patterson']
Bunny and the Bull	67	65	2009	['Paul King']
Sugar	92	79	2008	['Anna Boden', 'Ryan Fleck']
Ludwig	36	89	1973	['Luchino Visconti']
The Dead Lands	70	57	2014	['Toa Fraser']
Buddy Games	16	67	2019	['Josh Duhamel']
Brewster McCloud	86	82	1970	['Robert Altman']
Hazaaron Khwaishein Aisi	None	91	2003	['Sudhir Mishra']
The Fits	96	54	2015	['Anna Rose Holmer']
La terra trema	90	87	1948	['Luchino Visconti']
Captain Kronos: Vampire Hunter	None	61	1974	['Brian Clemens']
Lisbon Story	None	86	1994	['Wim Wenders']
Griff the Invisible	63	52	2010	['Leon Ford']
Stargirl	68	69	2020	['Julia Hart']
Revenge of the Ninja	None	57	1983	['Sam Firstenberg']
Sushi Girl	50	44	2012	['Kern Saxton']
Yellow Sky	None	80	1948	['William A. Wellman']
Il caimano	39	61	2006	['Nanni Moretti']
9 mois ferme	None	44	2013	['Albert Dupontel']
Shock Treatment	50	62	1981	['Jim Sharman']
It Stains the Sands Red	67	39	2016	['Colin Minihan']
Beats	89	58	2019	['Chris Robinson']
I Wanna Hold Your Hand	90	75	1978	['Robert Zemeckis']
Dikkenek	None	82	2006	['Olivier Van Hoofstadt']
Song of the Thin Man	80	71	1947	['Edward Buzzell']
Miekkailija	85	74	2015	['Klaus Härö']
Candy Jar	71	65	2018	['Ben Shelton']
Deewane Huye Paagal	None	44	2005	['Vikram Bhatt']
Next Stop Wonderland	73	74	1998	['Brad Anderson']
Night of the Lepus	8	26	1972	['William F. Claxton']
Boogeyman 3	None	22	2008	['Gary Jones']
Flying Leathernecks	75	64	1951	['Nicholas Ray']
A Boy Named Charlie Brown	95	86	1969	['Bill Melendez']
Santa Claus	40	27	1959	['René Cardona']
To Gillian on Her 37th Birthday	14	41	1996	['Michael Pressman']
Mikey and Nicky	87	80	1976	['Elaine May']
Protocol	33	38	1984	['Herbert Ross']
Condorman	29	65	1981	['Charles Jarrott']
Living Out Loud	59	62	1998	['Richard LaGravenese']
Phantom Lady	89	72	1944	['Robert Siodmak']
Basket Case 2	67	39	1990	['Frank Henenlotter']
Java Heat	7	28	2013	['Conor Allyn']
Come Back, Little Sheba	75	81	1952	['Daniel Mann']
Hagane no renkinjutsushi: Mirosu no seinaru hoshi	83	81	2011	['Kazuya Murata']
The Benefactor	25	22	2015	['Andrew Renzi']
Tortilla Soup	74	71	2001	['Maria Ripoll']
Pola X	76	55	1999	['Leos Carax']
All This, and Heaven Too	83	85	1940	['Anatole Litvak']
Oggatonama	None	100	2016	['Tauquir Ahmed']
Nocturama	82	57	2016	['Bertrand Bonello']
Nina Forever	94	53	2015	['Ben Blaine', 'Chris Blaine']
Show Boat	82	70	1951	['George Sidney']
Kriegerin	None	68	2011	['David Wnendt']
Septembers of Shiraz	31	46	2015	['Wayne Blair']
All Over the Guy	43	67	2001	['Julie Davis']
Ali's Wedding	92	77	2017	['Jeffrey Walker']
Breezy	57	66	1973	['Clint Eastwood']
7 Faces of Dr. Lao	86	78	1964	['George Pal']
Sobibor	75	47	2018	['Konstantin Khabenskiy']
Frankenstein Created Woman	62	56	1967	['Terence Fisher']
Zombi 3	None	24	1988	['Lucio Fulci', 'Claudio Fragasso', 'Bruno Mattei']
Sheena	30	32	1984	['John Guillermin']
Mr. and Mrs. Iyer	None	92	2002	['Aparna Sen']
Feel the Noise	11	42	2007	['Alejandro Chomski']
Shadow Conspiracy	0	18	1997	['George P. Cosmatos']
Knightriders	77	61	1981	['George A. Romero']
Ten Canoes	98	78	2006	['Rolf de Heer', 'Peter Djigirr']
Melvin and Howard	91	60	1980	['Jonathan Demme']
Vanguard	28	50	2020	['Stanley Tong']
Our Lips Are Sealed	None	53	2000	['Craig Shapiro']
Road to Bali	71	64	1952	['Hal Walker']
Baghead	79	49	2008	['Jay Duplass', 'Mark Duplass']
The Pirate	78	75	1948	['Vincente Minnelli']
One in the Chamber	None	29	2012	['William Kaufman']
L'amour dure trois ans	None	44	2011	['Frédéric Beigbeder']
True Believer	95	63	1989	['Joseph Ruben']
Mark of the Vampire	80	46	1935	['Tod Browning']
Heavy	86	68	1995	['James Mangold']
Flytrap	80	82	2015	['Stephen David Brooks']
Titli	92	83	2014	['Kanu Behl']
There Be Dragons	12	54	2011	['Roland Joffé']
After We Fell	11	40	2021	['Castille Landon']
Green for Danger	73	84	1946	['Sidney Gilliat']
Hawaii, Oslo	None	80	2004	['Erik Poppe']
Misogynist	None	52	2013	['Michael Matteo Rossi']
Trash Humpers	60	44	2009	['Harmony Korine']
Homegrown	44	50	1998	['Stephen Gyllenhaal']
I'll Take Your Dead	67	53	2018	['Chad Archibald']
Into the Ashes	30	29	2019	['Aaron Harvey']
Masked and Anonymous	24	45	2003	['Larry Charles']
Loose Cannons	0	26	1990	['Bob Clark']
Benji	86	55	1974	['Joe Camp']
Tell Me How I Die	None	31	2016	['D.J. Viola']
R	91	73	2010	['Tobias Lindholm', 'Michael Noer']
Ramprasad Ki Tehrvi	86	56	2019	['Seema Bhargava']
In This Our Life	None	77	1942	['John Huston', 'Raoul Walsh']
Tuff Turf	17	59	1985	['Fritz Kiersch']
Jinn	18	31	2014	['Ajmal Zaheer Ahmad']
Sarbjit	33	77	2016	['Omung Kumar']
Bloody Birthday	67	35	1981	['Ed Hunt']
Kansas City	63	43	1996	['Robert Altman']
Heights	64	74	2005	['Chris Terrio']
Fitoor	15	50	2016	['Abhishek Kapoor']
Offender	70	52	2012	['Ron Scalpello']
