title	themes	movie_moods	keywords	date	directors
Bai she chuan shuo	['Fantastic Reality']	['Crowned Heads', 'Rise To Power']	['emperor', 'kingdom', 'master[expert]', 'woman']	2011	['Siu-Tung Ching']
Tôkyô nagaremono	['Tough Guys']	['Going Straight', 'Yakuza']	['drifter', 'gangster', 'going-straight', 'loyalty', 'revenge']	1966	['Seijun Suzuki']
The Calling	['Adrenaline Rush']	['Murder Investigations', 'Small-Town Life', 'Star Detectives']	['countryside', 'detective', 'killer', 'small-town']	2014	['Jason Stone']
Bend of the River	['Tough Guys']	['Faltering Friendships', 'Haunted By the Past', 'Redemption', 'Switching Sides', 'Taming the West']	"['guide', 'gunfighter', 'farmer', ""farmer's-daughter"", 'friendship', 'group', 'hanging', 'horse-thief', 'settler', 'wagon-train', 'westward-expansion', 'gold-rush', 'hostage']"	1952	['Anthony Mann']
Bad Country	['Adrenaline Rush']	"[""Criminal's Revenge"", 'Hired Killers']"	['contract', 'killer', 'Mob', 'mob-boss', 'police-detective']	2014	['Chris Brinker']
Life Partners	['Slow Burn']	"[""Women's Friendship""]"	['boyfriend', 'dating', 'friendship', 'lesbianism', 'relationship']	2014	['Susanna Fogel']
Anchors Aweigh	['In the Mood for Love']	['Military Life', 'Opposites Attract', 'Fish Out of Water', 'Culture Clash', 'Success is the Best Revenge']	['sailor', 'womanizer', 'shore-leave', 'singer', 'Hollywood', 'shyness', 'audition', 'actor']	1945	['George Sidney', 'Joseph Barbera', 'William Hanna']
The Burrowers	['Abandon All Hope', 'Blood and Gore']	['Daring Rescues']	['kidnapping', 'pioneer', 'posse']	2008	['J.T. Petty']
Time Freak	['Fantastic Reality']	['Breakups and Divorces', 'Looking For Love', 'Teen Angst', 'Time Travel']	['break-up[romantic]', 'ex-girlfriend', 'physics', 'problems', 'relationship', 'romance', 'time-machine', 'time-travel']	2018	['Andrew Bowler']
Jack Goes Boating	['In a Minor Key', 'Only Human']	['Looking For Love', 'Single Life']	['blind-date', 'couple', 'friendship', 'limousine', 'love', 'marijuana', 'marital-problems', 'swimming']	2010	['Philip Seymour Hoffman']
The Adventures of Huck Finn	['Fantastic Reality']	['Runaways', 'Mischievous Children', 'Race Relations', 'Cons and Scams']	['boy', 'Americana', 'con/scam', 'friendship', 'inheritance', 'kidnapping', 'lessons', 'on-the-road', 'on-the-run', 'orphan', 'reward', 'runaway[from', 'home]', 'slavery']	1993	['Stephen Sommers']
The Dinner	['Nail-biters', 'Uncomfortable Viewing']	['Estrangement', 'Suburban Dysfunction']	['children', 'decision', 'dinner', 'discussion', 'eating', 'restaurant']	2017	['Oren Moverman']
Die Päpstin	['Button Pushers']	['Assumed Identities', 'Members of the Clergy', 'Schemes and Ruses']	"['gender-roles', 'Pope', 'priest', 'school', 'Vatican', 'woman', ""women's-issues""]"	2009	['Sönke Wortmann']
Kongens Nei	['For Love of Country']	['Life Under Occupation', 'Reluctant Hero', 'Switching Sides']	['abdication[of', 'power]', 'monarchy', 'Norway', 'war']	2016	['Erik Poppe']
Passion Play	['Slow Burn']	['Dying Young']	['circus-performer', 'love', 'jazz', 'trumpet']	2010	['Mitch Glazer']
Straight Time	['Only Human', 'Abandon All Hope']	['Going Straight', 'Down on Their Luck', 'Crime Gone Awry']	['ex-convict', 'thief', 'life-choices', 'parole-board/officer', 'robbery', 'crime', 'relapse', 'violation', 'fugitive']	1978	['Ulu Grosbard', 'Dustin Hoffman']
The Champ	['A Good Cry']	['Boxers', 'Fathers and Sons', 'Redemption', 'Single Parents', 'All Washed Up']	['boxing', 'custody', 'son', 'comeback', 'ex-wife', 'has-been', 'on-the-road']	1979	['Franco Zeffirelli']
Tin Men	['Pick-Me-Ups', 'Unloveables']	['Unlikely Friendships']	['car', 'car-crash', 'door-to-door', 'ethics', 'feud', 'sales-techniques', 'salesperson']	1987	['Barry Levinson']
The Bachelor and the Bobby-Soxer	['In the Mood for Love', 'Just for Fun']	['Fish Out of Water', 'Opposites Attract', 'Age Disparity Romance']	['forbidden-love', 'love', 'crush', 'judge', 'romance', 'sister', 'teenagers', 'justice', 'strife']	1947	['Irving Reis']
The Hitch-Hiker	['Nail-biters']	['Serial Killers']	['desert', 'highway', 'hitchhiker', 'maniac', 'mass-murder', 'molestation', 'on-the-road', 'vacation', 'victim', 'credit', 'hiking', 'hostage', 'killing', 'man', 'rights', 'trip', 'weapons']	1953	['Ida Lupino']
Clouds	['A Good Cry']	"['Battling Illness', 'Dying Young', ""Musician's Life"", 'Star-Crossed Lovers']"	['cancer', 'dreams-of-success', 'folk-music', 'musician', 'singer/songwriter', 'terminal-illness']	2020	['Justin Baldoni']
Blow Dry	['Just for Fun']	['Success is the Best Revenge']	['cancer', 'competition', 'contest', 'daughter', 'ex-husband', 'ex-wife', 'hairdresser', 'rival', 'son']	2001	['Paddy Breathnach']
The Returned	['Only Human']	['Zombies']	['injection', 'serum', 'zombie']	2013	['Manuel Carballo']
Numb	['Nail-biters']	['Mental Illness', 'Therapy']	['depression', 'psychiatrist', 'screenwriter']	2007	['Harris Goldberg']
The Cured	['Blood and Gore']	['Plagues and Epidemics', 'Sibling Relationships', 'Widows and Widowers', 'Zombies']	['cannibalism', 'plague', 'society', 'virus']	2017	['David Freyne']
The Loneliness of the Long Distance Runner	['In a Minor Key']	['Kids in Trouble']	['British', 'class-system', 'race[competition]', 'running', 'prison']	1962	['Tony Richardson']
Santouri	['Only Human']	"['Crumbling Marriages', 'Drug Addiction', ""Musician's Life""]"	['addiction', 'career', 'drugs', 'musician']	2007	['Dariush Mehrjui']
Yu-Gi-Oh! The Movie	['Fantastic Reality', 'Other Dimensions']	['Unlikely Heroes', 'Mythical Creatures', 'Chosen One', 'Contests, Pageants and Competitions', 'Heroic Mission', 'Redemption']	['boy', 'cards', 'duel', 'supernatural-forces', 'tournament']	2004	['Christopher Collet', 'Eric Stuart', 'Hatsuki Tsuji']
Rolling Thunder	['Tough Guys']	['Home From the War', 'Out For Revenge', 'Vigilantes']	['emotional-problems', 'family', 'home', 'POW', '(Prisoner', 'of', 'War)', 'small-town', 'veteran[military]']	1977	['John Flynn']
Home Fries	['Button Pushers']	['Perfect Crime', 'Unlikely Criminals', 'Infidelity', 'Mothers and Sons', 'Parenthood']	['brother', 'helicopter', 'love', 'pregnancy', 'stepfather', 'extramarital-affair', 'fast-food']	1998	['Dean Parisot']
Mackenna's Gold	['Nail-biters']	['Treasure Hunts', 'Obsessive Quests', 'Sheriffs and Outlaws']	['avalanche', 'conflict', 'double-cross', 'earthquake', 'gold', 'map', 'Native-American', 'rival', 'sheriff', 'target[object', 'of', 'attack]', 'treasure']	1969	['J. Lee Thompson']
The Rose	['A Good Cry']	"[""Musician's Life"", 'Rise and Fall Stories', 'Drug Addiction']"	['addiction', 'alcoholism', 'chauffeur', 'drugs', 'music-business', 'rock-music', 'singer']	1979	['Mark Rydell']
Winter Passing	['In a Minor Key', 'Slow Burn']	"['Families in Crisis', 'Coming Home', 'Fathers and Daughters', ""Actor's Life"", ""Writer's Life"", 'Death of a Partner']"	['death-in-family', 'father', 'follower[adherent]', 'letter', 'mother', 'writer']	2005	['Adam Rapp']
Double Take	['Just for Fun']	['Assumed Identities', 'Fish Out of Water', 'Flight of the Innocent']	['identity-switch', 'hustler', 'disguise', 'street-smart', 'drug-smuggler', 'assassination']	2001	['George Gallo']
L'ultimo bacio	['Only Human']	['Wedding Bells', 'Battle of the Sexes', 'Faltering Friendships', 'Sibling Relationships', 'Twentysomething Life']	['family-business', 'family-dynamics', 'marriage', 'playboy', 'pregnancy', 'suburbs', 'unwed-parenthood']	2001	['Gabriele Muccino']
Guilty by Suspicion	['Food for Thought']	['Crisis of Conscience', 'Fighting the System', 'Social Injustice']	['blacklist', 'film-director', 'Hollywood', 'Communist-party', 'hearing[procedure]', 'Cold-War', 'marital-problems']	1991	['Irwin Winkler']
London to Brighton	['Only Human']	['Flight of the Innocent', 'Prostitutes', 'Runaways']	['pimp', 'preteens', 'runaway[from', 'home]', 'train[locomotive]']	2006	['Paul Andrew Williams']
Flower	['Comedy on the Edge']	['Forbidden Love', 'Sexual Awakening', 'Teen Angst']	['sexual-awakening', 'step-relative', 'teenagers']	2017	['Max Winkler']
Nightmare Alley	['Strictly Speaking']	['Cons and Scams']	['drifter', 'barker', 'carnival', 'con-artist', 'mind-reader', 'nightclub', 'circus-performer', 'freak-show', 'sideshow', 'spiritualism']	1947	['Edmund Goulding']
Where the Sidewalk Ends	['Tough Guys']	['Police Corruption', 'Crisis of Conscience', 'Miscarriage of Justice', 'One Against the Mob']	['brutality', 'cab-driver', 'city', 'confession[criminal]', 'conflict', 'control', 'courage', 'criminal', 'danger', 'detective', 'dishonesty', 'evidence', 'fake', 'false-accusation', 'father', 'gangster', 'guilt', 'hope', 'husband', 'impulsiveness', 'innocence', 'investigation', 'investigator', 'killing', 'lawyer', 'love', 'man', 'meeting', 'murder', 'police', 'prison', 'reputation', 'robbery', 'search', 'secrets', 'son', 'suspect', 'victim', 'widow/widower']	1950	['Otto Preminger']
Class of Nuke 'Em High	['Trashy']	['High School Life', 'Mutants']	['radioactivity', 'coming-of-age', 'experiment', 'gore', 'honor-student', 'monster', 'mutant', 'nuclear-power-plant', 'radioactive-waste', 'school', 'student', 'toxic-waste']	1986	['Richard W. Haines', 'Lloyd Kaufman']
Delirious	['Fantastic Reality']	"['Nothing Goes Right', ""Writer's Life""]"	['writer', 'soap-opera', 'control', 'alternate-reality', 'dream', 'behind-the-scenes', 'role-switching']	1991	['Tom Mankiewicz']
Fatale	['Carnal Knowledge', 'In a Minor Key', 'Nail-biters']	"['Self-Destructive Romance', 'Brief Encounters', 'Crimes of Passion', 'Dangerous Attraction', 'Femmes Fatales', 'Infidelity', 'Love Triangles', 'Murder Investigations', ""Wolf in Sheep's Clothing""]"	['extramarital-affair', 'forbidden-love', 'femme-fatale', 'infidelity', 'intruder', 'murder', 'obsession', 'one-night-stand', 'police-detective', 'politician', 'scheme', 'sexual-attraction', 'upper-class', 'Parliament', 'family-tragedy', 'passion', 'fiancee', 'love-triangle']	2020	['Deon Taylor']
The Anniversary Party	['Strictly Speaking']	['Crumbling Marriages', 'Party Film', 'Faltering Friendships', 'Romantic Betrayal']	['anniversary', 'drugs', 'film-industry', 'marital-problems', 'mother', 'party', 'reconciliation']	2001	['Alan Cumming', 'Jennifer Jason Leigh']
Wedlock	['Nail-biters']	['Escape From Prison', 'Future Dystopias', 'Jewel Theft', 'Race Against Time']	['woman', 'atrocity', 'captive', 'captor', 'collar', 'convict', 'escape', 'loot', 'on-the-run', 'prison', 'survivor']	1991	['Lewis Teague']
Jailhouse Rock	['Pick-Me-Ups']	['Prison Life', 'Rags To Riches']	['convict', 'friendship', 'loyalty', 'prison', 'show', 'show-business', 'singer']	1957	['Richard Thorpe']
The Hotel New Hampshire	['Only Human']	['Eccentric Families', 'Dysfunctional Families', 'Sibling Relationships']	['bear', 'eccentric', 'family', 'incest', 'rape', 'blindness[physical]', 'death', 'homosexual', 'hotel', 'Nazi']	1984	['Tony Richardson']
Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles	['Only Human']	['Double Life', 'Single Parents']	['Belgium', 'life', 'prostitute/prostitution', 'single-parent', 'boredom', 'desperation', 'widow/widower']	1975	['Chantal Akerman']
Heaven Knows, Mr. Allison	['Only Human']	['Stranded', 'Opposites Attract', 'Members of the Clergy']	['affection', 'love', 'nun', 'sergeant', 'Catholicism', 'Pacific-Ocean', 'island', 'Marines', 'respect', 'trapped', 'behind-enemy-lines', 'enemy', 'stranded', 'war', 'danger', 'emotion']	1957	['John Huston']
The Order	['Adrenaline Rush', 'Tough Guys']	['Daring Rescues', 'Fathers and Sons', 'Heroic Mission', 'Hostage Situations', 'Religious Zealotry']	['artifact', 'hostage', 'rescue', 'scroll']	2001	['Sheldon Lettich']
10 Rillington Place	['Nail-biters']	['Serial Killers', 'Social Injustice', 'Miscarriage of Justice', 'Unlikely Criminals', 'Class Differences']	['landlord', 'abortion', 'false-conviction', 'serial-killer', 'capital-punishment']	1971	['Richard Fleischer']
Los últimos días	['Fantastic Reality']	['Future Dystopias', 'Missing Persons', 'Trapped or Confined']	['agoraphobia', 'epidemic', 'fear', 'humanity', 'missing', 'planet', 'trapped']	2013	['David Pastor', 'Àlex Pastor']
The Big Clock	['Spellbinders']	['Flight of the Innocent', 'Witnessing a Crime', 'Double Life']	['argument', 'bar[pub]', 'false-accusation', 'investigator', 'manhunt', 'mistress', 'murder', 'painting', 'reporter', 'reward']	1948	['John Farrow']
Boogeyman 2	['Blood and Gore']	['Mythical Creatures']	['mental-institution', 'phobia']	2007	['Jeff Betancourt']
Paris - When It Sizzles	['In the Mood for Love']	"[""Writer's Life"", 'Americans Abroad', 'Fantasy Life']"	['deadline', 'employment', 'fantasy', 'filmmaker', 'love', 'romance', 'screenplay', 'screenwriter', 'script', 'secretary', 'writing']	1964	['Richard Quine']
The Liability	['Abandon All Hope']	['Dangerous Friends', 'Hired Killers']	['hitman', 'job']	2012	['Craig Viveiros']
Tanin no kao	['Nail-biters']	['Unlikely Criminals', 'Assumed Identities', 'Metamorphosis']	['face', 'industrialist', 'murder', 'accident', 'disfigurement', 'plastic-surgery']	1966	['Hiroshi Teshigahara']
The Fallen Idol	['Nail-biters']	['Innocence Lost', 'Servants and Employers']	['boy', 'butler', 'childhood-adventures', 'extramarital-affair', 'false-accusation', 'investigator', 'killing', 'murder', 'secretary', 'servant']	1948	['Carol Reed']
Panic	['In the Mood for Love']	['Fathers and Sons', 'Hired Killers', 'Midlife Crises', 'Crumbling Marriages', 'Going Straight', 'Therapy']	['hitman', 'extramarital-affair', 'father', 'marital-problems', 'parent/child-relationship', 'psychiatrist', 'son']	2000	['Henry Bromell']
ABCs of Death 2	['Blood and Gore']	['Haunted By the Past']	['death', 'horror-films', 'short-films']	2014	['Directors', 'Rodney Ascher', 'Julian Barratt', 'Robert Boocheck']
At Middleton	['Tough Guys']	['Golden Years', 'Opposites Attract']	['campus', 'college', 'connection', 'parenthood']	2013	['Adam Rodgers']
Joyful Noise	['Pick-Me-Ups']	['Mothers and Daughters', 'Underdogs', 'First Love', 'Living With Disability']	['choir', 'competition', 'feud', 'first-love', 'gospel-music', 'small-town']	2012	['Todd Graff']
Miyamoto Musashi	['Nail-biters']	['Heroic Mission', 'Journey of Self-Discovery', 'Lone Wolves', 'Obsessive Quests', 'Rise To Power']	['bad-guy', 'bad-guy-turns-good', 'battle[war]', 'courage', 'disillusionment', 'good-guy', 'homecoming', 'poverty', 'revenge', 'Samurai', 'swordmaster', 'temptation', 'traveling', 'war', 'warrior']	1954	['Hiroshi Inagaki']
She's So Lovely	['Only Human']	['Alcoholism', 'Lovers Reunited', 'Self-Destructive Romance', 'Love Triangles']	['bar[pub]', 'father', 'love', 'marital-problems', 'mental-breakdown', 'stepfather', 'suburbs', 'pregnancy']	1997	['Nick Cassavetes']
Yours, Mine and Ours	['Pick-Me-Ups']	['Parenthood', 'Sibling Relationships', 'Eccentric Families', 'Non-Traditional Families']	['adoption', 'marriage', 'Navy', 'nurse', 'parent', 'step-relative', 'widow/widower']	1968	['Melville Shavelson']
Better Than Chocolate	['In the Mood for Love', 'Pick-Me-Ups']	['Mothers and Daughters', 'Sexual Awakening', 'Twentysomething Life']	['lesbianism', 'coming-out', 'family-dynamics', 'love', 'lust', 'secrets', 'sex']	1999	['Anne Wheeler']
Serious Moonlight	['Comedy on the Edge']	['Crumbling Marriages', 'Hostage Situations']	['lawyer', 'marital-problems', 'robbery']	2009	['Cheryl Hines']
Curve	['Just for Fun']	['Trapped or Confined', 'Woman In Jeopardy']	['car-crash', 'highway', 'hitchhiker', 'stranded']	2015	['Iain Softley']
La caduta degli dei (Götterdämmerung)	['Only Human']	['Totalitarian States']	['decadence', 'drug-addiction', 'German[nationality]', 'Nazism', 'manufacturer', 'family', 'incest', 'business']	1969	['Luchino Visconti']
Saturday Night and Sunday Morning	['Only Human']	['Twentysomething Life', 'Class Differences', 'Infidelity', 'Self-Destructive Romance']	['abortion', 'alcoholism', 'bachelor', 'coming-of-age', 'conflict', 'extramarital-affair', 'girlfriend', 'jealousy', 'nonconformity', 'physical-abuse', 'pregnancy', 'rebel-without-a-cause', 'working-class', 'class[social]', 'will[document]']	1960	['Karel Reisz']
Leonard Part 6	['Just for Fun']	['Heroic Mission']	['secret-agent', 'animal-attack', 'CIA', '(Central-Intelligence-Agency)', 'world-domination', 'espionage', 'retirement']	1987	['Paul Weiland']
In Secret	['Just for Fun']	['Love Triangles', 'Romantic Betrayal']	['extramarital-affair', 'infidelity', 'love-triangle', 'sexual-attraction', 'star-crossed-lovers']	2013	['Charlie Stratton']
Secret Agent	['Nail-biters']	['Crisis of Conscience', 'Double Life', 'Traitorous Spies/Double Agents']	['deception', 'espionage', 'fake', 'killer', 'mountains', 'spy', 'Switzerland', 'tourist', 'writer']	1936	['Alfred Hitchcock']
Bullet	['Only Human']	"[""Criminal's Revenge"", 'Drug Addiction']"	['addiction', 'artist', 'brother', 'criminal', 'gangster', 'prison', 'sibling', 'veteran[military]']	1996	['Julien Temple']
Mr. Majestyk	['Adrenaline Rush', 'Tough Guys']	['Vigilantes']	['harassment', 'business', 'farming', 'gangster', 'hitman', 'police', 'revenge']	1974	['Richard Fleischer']
Salmer fra kjøkkenet	['Only Human']	['Small-Town Life', 'Unlikely Friendships']	['bachelor', 'boss[employer]', 'friendship', 'kitchen', 'relationship', 'research', 'Sweden']	2003	['Bent Hamer']
Passchendaele	['Triumph of the Spirit']	['Great Battles']	['battle[war]', 'Canadian[nationality]', 'war']	2008	['Paul Gross']
Ghost Story	['Spellbinders']	['Ghosts', 'Haunted By the Past']	['ghost', 'revenge', 'cover-up', 'elderly', 'friendship', 'haunted', 'murder', 'quartet', 'secrets', 'club[organization]', 'drowning', 'lake', 'car', 'storytelling']	1981	['John Irvin']
Lásky jedné plavovlásky	['Comedy on the Edge']	['Fish Out of Water', 'Brief Encounters', 'Generation Gap']	['coming-of-age', 'factory-worker', 'family', 'girl', 'love', 'music', 'piano', 'romance', 'visit']	1965	['Milos Forman']
